entry,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_E_0,lep_E_1,lep_E_2,lep_E_3,lep_charge_0,lep_charge_1,lep_charge_2,lep_charge_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,lep_z0_0,lep_z0_1,lep_z0_2,lep_z0_3,lep_sigd0_0,lep_sigd0_1,lep_sigd0_2,lep_sigd0_3,lep_ptconerel_0,lep_ptconerel_1,lep_ptconerel_2,lep_ptconerel_3,lep_etconerel_0,lep_etconerel_1,lep_etconerel_2,lep_etconerel_3,min_mll,mZ1,mZ2,mllll
86,36.80410938,25.5145625,13.01404102,7.576731445,1.905969,0.88273776,0.55371,0.61820877,-1.8738118,-1.2000111,0.023682194,0.6936136,126.5068203,36.11787891,15.06092578,9.071280273,1,-1,-1,1,13,11,13,11,-0.12163544,0.03711319,-0.07243347,-0.01676178,0.28915724,1.9908756,5.7741704,0.96191156,0,0,0.60099673,0,-0.010844603,0.01790055,0.031968743,0.21762101,22.86701078,47.78280941,22.86701078,79.76243363
87,53.80716406,9.166375977,8.049893555,7.99652002,-0.1669251,-0.41761556,0.034782104,-1.590987,-0.32999325,-1.8032172,2.727736,-2.9734566,54.55854688,9.977380859,8.055456543,20.44064063,1,1,1,-1,11,11,13,13,0.03775215,18.410183,0.81385803,0.07286072,0.5807976,1.0971866,0.71479994,14.078036,0,0.24872342,0.23093833,0,-0.009412718,-0.14342244,-0.04232512,0.09492321,15.24232983,15.24232983,30.35616418,77.07184412
88,84.18891406,35.99378516,16.63261133,14.37200195,1.3626504,2.2011945,0.13779296,0.18086317,1.9338443,0.493905,-1.8673724,-0.38954479,175.2187969,164.6080625,16.79076172,14.60770801,-1,1,-1,1,11,11,11,11,0.03404236,0.089076996,-0.03963089,-0.003559113,0.57462406,2.087121,1.9963343,4.0936513,0,0,0,0,0.018373085,0.010165646,0.11790801,0.055763002,20.83621926,86.76596601,20.83621926,174.0005652
89,66.604125,38.67545703,38.49267969,9.944169922,0.054345235,-0.002441452,-2.2923834,0.97803974,-0.5511249,-0.55330443,-2.9576113,2.3485923,66.70258594,38.67571484,192.4542969,15.09169922,-1,-1,-1,1,13,13,11,11,38.15973,137.0029,0.048231125,-0.038589478,129.51218,66.477646,0.5960774,3.1701958,0.01663386,0.028645655,0,0,-0.004415421,-0.007603925,-0.024148477,0.11012609,98.29471274,98.29471274,2.892706005,250.4053296
90,45.18425,39.34313281,7.316069824,7.295648926,1.2360216,0.30942693,-0.93996006,1.0458021,1.427061,-1.2935008,2.922838,1.9743835,84.32360938,41.24179688,10.79311523,11.66242285,-1,1,-1,1,13,13,11,11,0.040351868,0.030830383,0.018127441,101.03276,1.3300067,2.0584557,0.623535,3.8554342,0,0,0.31175062,0,0.03476342,0.050592974,0.12341466,0.3278918,18.27338867,91.86388305,18.27338867,120.20257
91,33.83241797,29.74738086,11.85182813,7.464414063,-0.14558661,1.6156666,1.7422583,0.9476179,0.94219005,-2.014686,0.7838114,-2.4752069,34.19159766,77.78938281,34.87607031,11.0742832,1,-1,1,-1,11,11,11,11,0.011375427,0.06467819,-0.021038055,0.18013382,0.29523408,2.311839,1.2696421,24.48131,0.03897764,0,0.25050658,0,0.005209298,0.019753799,0.046040446,0.048213392,20.28580861,89.49115265,20.28580861,114.8282794
92,61.17571094,26.6219082,24.68235547,8.849043945,0.034066785,2.0040746,1.3103354,1.1594453,1.1813093,-2.6510644,-2.8001761,-0.71537906,61.21121484,100.5510781,49.08267188,15.49425879,1,-1,-1,1,11,11,11,13,0.19158721,-0.63350105,0.032647848,-0.06830764,0.37761733,6.749096,1.3612499,4.822903,0,0,0,0,0.010500948,0.005699479,-0.013772514,-0.044701822,88.58826125,120.0665742,25.62485756,162.0873689
93,112.3832422,72.5145625,24.32969336,14.1004375,-2.0851278,-0.054615613,-1.903068,-2.1463785,-2.1371748,-0.055698216,2.8848236,2.2024157,459.0805625,72.62282031,83.39669531,61.13064453,1,-1,-1,-1,13,13,11,13,-0.17232132,-7.5977592,-0.010318756,0.003940582,2.219368,81.74088,1.7056098,1.1602817,0,0,0.08523437,0,0.000101267,-0.010659509,0.089911915,-0.030690888,65.80050568,266.6804117,13.19427756,322.7362529
94,47.32907422,32.39167969,14.19868262,7.492479004,0.43043134,-0.50563073,1.0586975,0.5165738,-1.0578748,1.8546549,0.5264413,0.7685059,51.78164844,36.62147266,22.92747266,8.514585938,-1,1,-1,1,13,13,11,11,0.03677368,0.08215332,34.99783,35.349117,2.0727623,1.4425931,0.16826156,1.3738846,0,0,0,0,0.0539869,-0.021288803,0.46980798,-0.025031792,6.184033427,86.58243474,6.184033427,112.5671512
95,151.9783125,129.3941016,57.672125,21.84352734,-2.2812936,-2.0677338,-2.1113026,-0.84733504,-1.7276567,0.9419618,2.0376556,-2.1387208,751.6458125,519.7344375,241.6482969,30.16564453,1,-1,1,1,11,11,11,11,0.26535416,-0.041294098,-0.06590462,0.007543564,1.7672403,1.7541019,1.1315198,2.7466679,0,0,0,0,0.004336868,0.00761805,0.013407097,-0.037440747,90.06647211,274.336962,78.1122233,382.3257324
96,53.56125781,24.44251953,24.25119531,10.17474805,1.6995854,0.48166618,-1.7697488,-0.48784214,2.676895,-0.1330435,0.46747893,-2.5499437,151.4294063,27.33312305,73.23563281,11.40969531,1,-1,1,1,11,11,11,11,0.09902954,-0.0507679,-0.094602585,0.019405365,0.8628094,3.8010132,2.5686312,3.6077614,0,0,0,0.75965273,0.033511717,-0.01383647,0.07356804,0.5076206,33.50295343,85.3707583,38.04390381,249.5201972
97,41.76750781,41.74924219,10.83644043,9.943604492,-0.005481076,-1.35869,-0.07357938,0.36373556,1.5136828,-1.7062728,1.8041637,-2.7904544,41.76813672,86.58980469,10.86578711,10.60920215,-1,1,-1,1,11,11,11,13,0.083259106,-0.11545634,40.599186,40.362072,3.275333,0.4348456,1.0902741,3.8069835,0,0,1.6333561,0,-0.007823383,-0.007336291,0.62998056,-0.018603658,51.03550776,103.3221944,16.17988228,129.6517785
98,109.6062969,62.78001563,58.20589844,13.9341084,-0.9547398,0.13015008,-1.0777955,-1.8305448,1.6802142,-1.6723622,-0.92119795,-1.3627453,163.4727188,63.31248438,95.4151875,44.57262109,1,1,-1,-1,13,11,11,13,-0.00112915,0.102212906,-0.001161575,0.004437447,1.3030931,2.0906305,0.8059717,0.026696393,0,0.026362713,0.018855374,0,0.002632029,-0.012428497,0.020420855,-0.009649168,85.68880839,89.32706644,85.68880839,283.8553425
99,42.61584375,37.92355078,37.35541406,8.403933594,1.7459742,-0.051411178,2.1182673,2.3934598,1.1611668,-0.8739689,-2.096375,-1.6389769,125.8437188,37.97382813,157.583,46.40076953,1,1,-1,1,13,13,13,11,-0.07010269,-98.155914,0.063999176,-0.051647186,1.5821244,130.47676,1.3243071,1.7643784,0,0,0,0,-0.007028649,-0.009506161,0.009229104,-0.03560328,81.05309072,107.6942975,39.32800308,185.7741694
100,56.66501172,34.4818125,27.22018359,15.05122363,0.05110731,-0.6141301,-0.97375536,1.8643875,1.5148952,-0.89706326,0.42133015,-1.7823979,56.73912891,41.19141406,41.17776172,49.72152344,1,-1,-1,-1,13,13,11,11,-0.028118134,0.12158966,0.03787613,0.037879944,1.330124,1.4909247,0.90357447,7.3682203,0,0,0,0,0.01216666,0.07613376,-0.024429796,0.15383081,87.85148521,87.85148521,86.64831079,181.1611785
101,58.82544922,47.96886719,42.02717188,38.14234375,-2.6834807,0.8878829,1.9847044,-1.988205,-1.046199,-2.1551976,1.6093056,1.2940383,432.49275,68.15190625,155.8013906,141.87725,1,1,-1,-1,13,11,11,13,-0.38484192,0.09562492,0.02163887,0.1732254,0.38978988,2.0126836,0.22751993,2.042368,0,0,0,0,0,0.003051934,0.000776188,0,93.48080455,99.92541742,93.48080455,708.9213574
102,62.92210547,25.33777344,25.04978906,14.4823584,-0.36801752,-2.530495,0.65593743,0.52012116,-1.5256993,2.3562548,1.3285916,-1.4766992,67.23139844,160.1264063,30.63468164,16.48618555,-1,1,1,-1,11,13,11,13,-0.09150648,-0.21541405,-0.004086494,0.04148674,1.1726992,0.8389643,0.64347434,1.3657488,0,0,0,0.09616492,0.007269357,-0.002512516,0.017037347,-0.024683531,89.31781589,91.30141267,89.31781589,222.7727546
103,50.20819141,10.46507422,7.705164551,7.522797363,-0.5141306,-0.88259465,0.2527034,0.6905439,0.6936205,0.449883,-0.26498497,-0.27016884,56.99142578,14.81263965,7.952498535,9.38884082,-1,1,-1,1,11,11,11,11,-0.10342693,-0.09571743,0.09440231,-0.1889267,5.5737147,1.3121926,2.7566645,1.6761457,0,0.09575488,0.31159413,0,-0.001406212,0.07796247,0.012614549,-0.012613633,3.360395862,30.69592903,12.45258294,45.3576593
104,66.02994531,17.46308398,14.2627998,7.664109375,-1.8029883,0.34962174,-1.6654682,-0.4796974,1.2462828,2.658324,-0.8840095,-1.3483717,205.7677344,18.54160352,39.06060938,8.563592773,1,-1,1,-1,11,13,13,13,-0.074608326,-0.08507633,-0.109746456,0.10075998,0.2167272,8.934935,1.6007862,17.758202,0,0,0.2722717,0,0.058631927,-0.034896314,-0.042300932,0.37104157,13.99281562,48.58317796,53.85291612,136.3473776
105,105.5090156,72.14429688,30.42813672,27.80981641,-1.6316595,-0.6376605,-1.2365437,-2.048277,0.5914631,-2.1889634,1.2721145,3.0890493,280.018625,87.31546875,56.81059375,109.6191328,1,1,-1,-1,11,13,13,11,-0.054271698,-0.08724785,-0.004467011,0.14535332,0.75064456,0.5008452,0.027020827,0.34223732,0,0,0,0,-0.002620248,0.004750735,-0.011678487,0.065520145,96.79824207,105.2519931,96.79824207,263.1885001
106,56.90197266,47.74499219,37.39223047,19.2619082,-0.12442483,-0.33164537,1.2003348,-1.7822442,1.3638823,-1.6278594,2.7291055,1.9393923,57.34300781,50.39485156,67.72335156,58.85899219,-1,1,1,-1,11,11,11,11,-0.22136974,0.016249657,-0.17091274,-0.07823086,0.21994135,1.6548696,0.40432027,2.1704736,0,0,0,0.12540078,-0.004665197,0.018431386,-0.026295675,0.17625506,76.24795063,115.0608362,104.5147024,227.3481463
107,158.2244531,134.4337188,43.62542969,26.57199805,0.59132,0.36406434,0.87106246,1.0915152,2.5559938,-0.24620166,0.25027886,-1.6424339,186.7022656,143.4417031,61.24911719,44.03645703,-1,-1,1,1,11,13,11,13,0.008056641,-0.025100708,-0.00667572,0.027557373,2.1779475,3.2579463,1.8596659,1.1579351,0,0,0,0,0.04382149,-0.003120488,-0.010832313,-0.014013149,88.76241337,153.6414182,88.76241337,367.3217812
108,38.253625,23.99058203,16.5719082,7.816893066,-0.47644457,-2.4467564,0.68609035,-0.07735747,1.3960869,-3.022047,1.1991726,-1.8529785,42.67815625,139.5939219,20.62796289,7.840293457,-1,1,1,1,11,11,13,11,-0.013853073,-0.17603111,-0.09468651,0.7119293,1.5405782,0.58236206,4.7536335,1.5685213,0.026782218,0,0.5747804,0.20695263,-0.017921738,0.099866405,0.5255392,-0.12727456,35.22653351,85.1061072,24.42100781,146.4606578
109,41.16232422,26.17925586,12.36640039,10.20558008,-2.431752,-2.2757714,-2.219441,-1.2322062,2.8604574,-0.6124094,2.5344834,0.557519,235.9976719,128.7776797,57.57097656,18.98488867,-1,1,1,-1,13,13,13,13,-0.1687088,-0.033802032,0.04201889,0.008747101,2.5105543,4.3064685,2.5610998,2.0182517,0,0.052746434,0,0,0.08064362,0.021066973,-0.009079633,0.030139033,8.758750562,64.95786524,22.03461925,93.83200688
110,91.55272656,51.15233203,19.38930273,18.48610352,-1.5910362,1.9584779,-1.5221779,-0.4491887,-3.0111248,0.24424163,0.3024762,0.000411787,234.0338125,184.9055,46.53849609,20.38264844,1,1,-1,-1,11,11,11,11,-0.13693237,-0.13399506,0.072891235,0.000366211,0.55767584,1.5276501,0.44734168,1.8822638,0.015703611,0,0,0,0.04084338,0.006096182,0.041778706,0.029926695,84.00357431,173.9690053,95.90773856,477.657436
111,72.64378125,57.80240234,22.92129492,17.17496875,0.8399621,-1.6201017,-0.31893542,0.28863153,1.0932609,-1.4240819,-2.4624135,2.5324357,99.81278125,151.7742031,24.09698438,17.89566797,1,1,-1,-1,11,13,11,13,0.06866646,-0.01159668,-0.08390999,-0.003108978,0.48312265,0.22678116,0.40409142,2.250123,0,0,0,0,-0.006077981,-0.010315347,-0.015639978,-0.004802827,90.58086637,94.21764097,90.58086637,283.8368611
112,28.38856055,27.07543164,9.025338867,9.025225586,-0.9983482,1.2045338,0.38925275,0.16380979,1.4677882,-1.8156148,0.031855866,0.16305189,43.75078906,49.21007813,9.717765625,9.147196289,1,-1,-1,1,11,11,11,13,-0.06856918,-0.0536623,-21.59011,-21.186478,0.2972431,2.0332427,3.0734727,3.3714402,0.06680034,0,0,0,0.022432154,-0.023344314,0.049346257,0.043097083,31.95741727,92.54023498,2.362315891,110.0954928
113,58.88270313,40.12741797,19.4287832,8.405055664,-0.15342788,0.16758128,0.29442543,-0.103388116,-0.62229156,-2.9515147,-0.9092767,-2.255917,59.57711719,40.69219531,20.27698828,8.450016602,1,-1,1,-1,11,11,11,11,-0.05098343,0.10212898,0.067173004,0.08601093,0.96997976,0.003453332,0.4621197,0.9387819,0.01895709,0.03490866,0.07977436,0,-0.003946574,0.011286979,0.20770742,0.15601104,16.73881265,90.67187732,16.73881265,111.1004107
114,89.51590625,17.15893555,12.27750586,8.886774414,1.1331238,-0.72065336,-1.0285027,-0.99850726,-1.0574006,-1.6570137,1.7733952,1.4740121,153.4019531,21.81081055,19.36447461,13.69784277,1,-1,1,-1,11,11,13,13,0.024345398,-0.038330078,-0.09855652,-0.073898315,0.9805283,0.5741638,5.825561,6.781625,0,0,0.235305,0.32508516,-0.011121904,0.051019274,0.04903173,0.1717369,3.138578344,86.6610836,3.138578344,169.8685994
115,67.01153906,59.43085938,14.05633887,13.36867188,-2.269754,-1.0751855,-0.14448807,-0.7254162,0.2490886,-2.910782,2.9722776,-0.45938608,327.698375,97.22207813,14.20332031,17.0434707,-1,1,1,-1,11,11,11,13,21.531832,21.820047,-0.26543427,-0.50213623,0.85881793,1.2987009,0.39469835,4.7110696,0,0,0.09029674,0.310123,-0.002041962,-0.01516356,-0.008437456,-0.11259366,98.60356447,149.4012194,28.30545282,199.2345191
116,103.1016406,73.33678906,28.40174023,25.04692969,1.0174797,2.6720936,2.3320262,1.7500554,0.07569979,0.13102326,0.961071,-2.6486688,161.2364844,533.13425,147.6306406,74.24776563,1,-1,-1,1,11,13,11,13,-0.049111962,0.07678127,0.095389485,-0.17965329,0.6993895,3.0284512,2.3664532,0.64865214,0,0,0.036718428,0.27787706,0.002428651,-0.004094645,0.018991014,0.024889586,89.33890659,93.72818608,89.33890659,241.948258
117,55.37691797,46.76895313,29.96225,10.00162012,-0.8580351,0.03394381,-1.9332298,-2.5846553,-0.20032564,2.405131,2.695915,-2.7650921,77.04358594,46.79601953,105.7139844,66.68158594,1,1,-1,1,11,13,11,13,-0.021022797,-9.529007,0.06647301,-40.386303,0.5213317,83.09884,0.31405723,1.1042778,0,0,0,0,-0.00055729,-0.013101815,-0.011643751,0.017925264,92.99284474,92.99284474,77.69645839,196.2472528
118,75.92477344,26.80258203,16.16423926,7.978198242,-0.66863006,0.2830921,-1.7318934,-0.5901838,-0.27994043,-0.06280221,1.9585584,-2.4382324,93.53825781,27.88376953,47.10508203,9.40847168,1,-1,-1,1,11,11,13,11,0.054201126,0.034345627,-0.13652039,-0.08047867,2.5200639,0.80879724,2.0323217,1.1899083,0,0,0.11083435,1.0302229,-0.016107436,0.00680122,0.009758175,0.29392168,30.15871696,45.63118225,22.91649336,120.7720414
119,40.70647656,23.03665234,17.30458984,9.55080957,-1.8303275,-1.7145348,-1.484595,-1.2205434,1.2994562,-1.6576699,-2.2894871,-1.1865379,130.18525,66.04775781,40.1448125,17.59337891,1,1,-1,-1,13,13,13,13,-0.014381409,0.02442813,-0.118379354,0.047141314,0.7306103,0.12487433,0.817545,0.7819979,0,0,0,0,-0.003406683,0.13391499,-0.015077968,-0.045563474,10.13896091,52.57476078,10.13896091,92.24946344
120,87.55614844,75.35742188,33.90291016,17.01587109,1.588491,-0.05374554,0.9833551,0.27497655,0.4087572,-1.6725773,-2.6542482,1.2922734,223.2939219,75.46628906,51.65896094,17.66355273,1,-1,1,1,11,11,11,13,0.028045654,0.029090881,-0.011940002,-0.12486267,2.3905683,2.4999301,2.2843227,4.407855,0,0,0.0474872,0.91713727,0.010997176,0.016488593,0.10512274,0.08608883,72.62087855,204.487676,47.49067433,267.5829196
121,192.550625,38.05633594,26.32106836,10.50560938,0.21575814,2.026101,-0.12519829,-0.9160968,-0.7720877,-2.918453,0.5343919,-2.501703,197.0498281,146.8272031,26.52783398,15.23136133,1,1,-1,-1,13,13,13,13,0.09225845,-0.10387802,0.020996094,-0.075870514,1.6323781,0.2399127,0.90580475,0.86168844,0,0,0,0,-0.000856389,0,-0.006264878,0.12647271,82.88146565,103.1222989,86.98250602,297.330137
122,71.79742188,27.17941016,19.19283594,15.467875,0.05851203,-0.91025,-0.46763602,-0.9996032,-0.60218614,-2.0531976,-0.69877243,0.07145825,71.92035938,39.23846875,21.33019922,23.8609668,-1,1,-1,-1,11,11,13,11,-0.005111694,-0.13238144,0.13664627,-0.024738312,0.10831852,3.4081779,2.4441376,0.6141855,0,0,0.5169803,0.10397731,0.002363616,0.006293007,-0.024012772,0.036308542,35.86671115,73.59094517,15.92543538,100.6534787
123,48.12803125,29.07171094,14.58864063,10.50065137,-0.43024558,0.14197078,-0.6766258,-0.6286521,-2.9022086,-0.14940408,0.54704756,0.5858861,52.65169141,29.36518359,18.05782227,12.64528223,-1,1,-1,1,11,11,13,13,0.04683876,0.12446022,0.014450073,-0.00810051,2.4046683,0.8988715,2.4402688,2.1562352,0,0,0.7252102,1.3188361,0.032214493,-0.008140772,0.000894824,-0.054291874,0.793643283,76.54138272,0.793643283,107.1086384
124,27.85657227,19.14754883,11.03382031,7.638258789,-0.5389833,-0.065710135,-1.1902745,-1.8896897,2.6296327,0.88722134,2.2442508,2.1632135,32.0016875,19.18890234,19.81769141,25.84974023,-1,1,-1,1,11,11,13,13,0.001056671,-0.025093079,75.05836,76.599525,0.41857672,1.8023275,1.0137058,17.223316,0,0,0.093363106,0,0.012882291,0.04541507,0.28298992,-0.040455956,6.598070053,37.02249384,6.598070053,59.70837856
125,164.2510625,111.8208984,106.6029766,17.18299609,0.060228802,0.40354294,1.751612,1.3656069,-1.2016797,-1.5935268,1.8837723,2.4217095,164.5490938,121.0500156,316.4712188,35.85512109,-1,1,-1,1,13,13,11,11,0.056381226,-0.0832634,0.081409454,-0.031167984,0.13580856,1.5244263,0.087089814,0.7425807,0,0,0,0.14141174,-0.00245083,-0.003599966,-0.007730266,0.14798875,28.17366446,70.50092886,28.17366446,484.6524527
126,34.02162109,30.71927539,18.10225586,7.509985352,-1.1868882,-2.1190617,-2.335094,-0.1640509,-2.6519315,-0.30751014,2.5382519,1.3633376,60.93336719,129.6886172,94.37821094,7.612002441,1,-1,-1,-1,11,11,11,13,-0.11045933,0.21958065,0.09875488,23.559097,3.3142748,1.6246057,1.3822727,32.985977,0,0,0,0,0.019056559,0.009474801,-0.020894917,0.15585132,39.62980018,67.28007899,33.20718362,110.6397123
127,97.61816406,58.23460547,20.98155469,12.68654395,-1.2227172,-0.15143743,0.7293879,0.64968675,-0.14597012,2.9504328,2.8024542,3.0377688,180.1461719,58.90363672,26.81458203,15.45950684,-1,1,-1,1,11,11,11,11,-0.001998901,-0.017251968,0.16444206,-0.1305027,2.6150768,0.6222801,1.0821527,0.30705392,0,0,0.34061134,0.996173,0.051786575,-0.001916967,0.16662799,0.03815984,4.045153939,172.9155169,4.045153939,246.81273
128,242.8183125,25.46478906,18.15273242,7.401914551,-0.05509197,-1.4628946,1.3392922,1.0811992,-2.8045409,2.968377,-0.26849684,2.3099642,243.1869219,57.93257422,37.01695313,12.16653223,-1,1,-1,1,13,13,13,11,-19.223356,-0.008396149,0.19892621,65.43971,2.7664847,1.6846056,1.4087988,2.616522,0,0,0.07096899,0,0.00071123,-0.021771165,-0.017945545,-0.09271713,92.55637954,126.4622983,22.47175279,240.9681054
129,63.70125391,12.75571094,12.2471123,8.103564453,0.3137573,0.49280077,-0.59145695,0.7006466,1.4384248,-1.630102,-1.452849,-1.7326378,66.86255469,14.33658008,14.45244336,10.17531934,1,-1,-1,1,11,13,11,11,0.12897491,0.10882282,0.019803047,-0.038054466,1.4031088,0.3746103,0.18397623,5.230808,0.023181297,0.8976163,0,1.9328256,-0.010268406,0.2990082,-0.03749187,0.04025107,14.06363873,61.2872672,2.363550127,97.88485708
130,33.52276563,30.87286914,8.621431641,7.25676709,-0.37335378,-1.9533353,1.5351483,1.8473883,-0.18835276,2.8390894,2.90415,2.6787393,35.88645313,111.0492422,20.93929883,23.58791992,-1,1,-1,1,11,11,13,13,-0.05275345,0.08640957,-13.803804,-14.098518,0.1646153,6.929537,0.5492318,0.5899069,0,0,0,0,-0.020938896,0.03909265,0.26408523,0.25975603,3.059322229,85.40553522,3.059322229,174.3094427
131,34.11097656,17.00467578,12.41554785,9.698697266,1.2344197,2.3646572,0.8404479,1.6127976,-0.22942,2.4663959,2.8315804,-2.5831172,63.5725,91.26725781,17.06468555,25.29517969,1,-1,1,-1,13,11,11,13,0.003959656,-0.58556366,0.116989136,0.009140015,0.8990742,0.50497466,2.8659585,1.4286416,0,0,0,0,-0.0352601,0.007085075,-0.045241755,0.112716265,24.91889868,34.29794799,24.91889868,84.05066424
132,43.42555859,43.02223047,19.81305469,7.208743652,-0.124209195,-0.88684136,0.27509916,0.17470519,2.4103026,-0.6580499,2.381576,2.6198006,43.76097266,61.07876953,20.56778711,7.319798828,-1,1,-1,1,11,11,13,13,0.09341812,0.024711609,-24.642,-24.358854,0.43834737,3.3526075,5.364678,12.85896,0,0.09698565,0,0,-0.011487714,0.000963885,0.35920736,-0.005925489,3.092849546,92.75415919,3.092849546,122.8824946
133,158.4089375,94.75263281,73.62041406,24.22225781,1.8423972,2.078828,1.374054,1.4372224,-1.1844488,1.5825171,2.2834063,-2.6454124,512.459875,384.7037813,154.7654531,53.85314844,-1,-1,1,1,13,13,13,13,-0.04405403,0.030511856,0.001015663,0.007519722,2.592504,1.4691619,4.3222528,3.3585749,0,0.012772952,0,0,0.001298164,0.006516882,-0.015879152,-0.001982646,83.06360625,219.1421706,87.78284628,362.9154045
134,1366.0315,47.26226172,41.73498438,12.47727637,0.097227156,1.2020268,2.0018704,-1.7364395,-2.8751564,-1.3521144,1.1165575,-3.1299233,1372.49325,85.72051563,157.2986094,36.51640234,-1,1,-1,1,13,13,13,13,48.981865,0.047721863,0.009262085,-1.4366074,402.3878,0.105660394,0.9914733,1.348298,0,0,0,0.66608995,-0.00034331,-0.012667302,-0.000431422,0.046902597,91.43658617,458.379262,149.5505846,891.7980395
135,94.35851563,37.95689063,14.17601074,12.97342969,0.59552634,-0.73827964,-1.4560602,-1.3874164,-2.1095264,0.68821806,1.0304261,0.94025064,111.5911563,48.77980859,32.05341797,27.59605078,-1,1,-1,1,13,13,13,13,0.11143303,0.2874837,0.38778448,0.041448593,2.05474,1.6223292,18.117233,3.485007,0,0,1.547301,1.7469344,0.002033897,-0.016717885,0.084003344,0.034147218,1.551203584,145.8806571,1.551203584,215.9503493
136,47.05460156,35.07921484,12.27169824,9.093827148,0.19895923,1.1107352,-0.3370416,-0.6828635,0.22612524,-2.899345,2.2834024,2.284084,47.98911719,59.03677734,12.97533594,11.29774512,1,-1,-1,1,13,13,11,11,-0.006291866,0.030461311,0.009595394,-0.093791485,1.5419643,1.0938518,0.67550683,1.0281179,0,0.033754773,0,0,-0.010134369,-0.013594053,0.13881475,0.13812563,3.671486005,89.84510356,3.671486005,121.593024
137,359.6055,258.3720938,48.87430859,23.84928711,-0.50765914,-0.16549473,-1.1333908,0.16062987,2.8043892,-0.43375334,2.5098875,0.674915,406.9476563,261.9183906,83.77327344,24.15762891,-1,1,1,-1,11,11,11,11,0.01764679,0.13842773,0.006385803,0.077308655,2.0774999,0.69432867,1.1558492,0.5546995,0,0,0.023366634,0,0.007614018,0.044736594,-0.030615063,-0.006978503,71.97076534,617.8730111,71.97076534,704.3294665
138,74.31835156,53.39593359,28.91572852,12.59528418,-0.8900505,-0.20383812,-0.66505647,1.0690123,-0.3696094,2.9622366,0.94950795,-2.6483276,105.7508906,54.50918359,35.54980078,20.50444336,-1,1,-1,1,13,13,13,13,-0.006305695,0.01902008,-0.005815506,0.06875992,3.762077,2.4380083,0.45661002,0.06433066,0,0,0,0,-0.00844901,-0.01175963,-0.017099375,0.081864096,52.73483911,132.9403831,52.73483911,195.0908903
139,521.8131875,97.8650625,12.33021289,9.466495117,-0.07954453,-1.2369542,0.66873056,0.5697878,-0.7542711,-1.3339537,2.4195757,-1.5681292,523.4649063,182.7812031,15.19154199,11.04571484,1,-1,-1,1,13,13,11,13,49.658997,0.093034744,-0.064315796,0.02286148,62.2981,1.2913446,3.9340918,0.891104,0,0,0.106127195,0,0.001441576,-0.004265921,0.5138394,-0.07734791,63.18667928,305.0914105,19.73246811,377.475231
140,65.98632813,40.96067188,32.13754883,17.97078125,-1.2291384,-2.4561121,-0.41493064,-0.9783941,3.031826,-0.7624582,0.8280307,-1.7195146,122.4319375,240.5448594,34.94398828,27.28070508,1,1,-1,-1,11,13,11,13,0.12241745,-0.205719,0.064884186,0.09252548,3.6521542,0.18035881,1.9681634,3.494705,0,0,0,0,0.000407595,0,0.030662183,-0.014652057,50.46227944,90.74973282,50.46227944,200.253394
141,86.67975,14.86758789,13.12634375,12.26330762,-0.9585562,-0.5853208,-0.12589853,-2.6698065,0.98638135,-1.9631191,-2.7314487,-2.1011205,129.6458359,17.48795508,13.23051074,88.94853125,-1,1,-1,1,13,11,11,13,0.016597748,-0.24211884,-0.12445068,31.00295,2.2457054,14.131497,43.898212,0.2971166,0,0.41945833,0,0,-0.003180056,0.027483733,0.16672714,-0.032932766,12.31142005,90.55079009,12.31142005,146.9299318
142,41.16442188,11.66321191,11.03936816,8.090413574,0.87662613,-0.047774993,0.35428822,-0.14040099,1.8500735,-1.4436151,-1.1923952,-1.1213765,58.02051172,11.67652441,11.73947754,8.170285645,1,-1,1,1,11,11,11,11,0.00403738,0.050365925,23.525587,0.08406687,0.12958893,3.0353332,0.49205488,0.92494774,0.043745577,0.4062216,0.33397916,0.17420185,0.056672186,0.106174156,-0.14176582,0.25634372,3.244042597,48.47343716,4.770340485,77.78148859
143,46.93682422,40.2871875,37.39580859,29.14613477,1.8411309,2.2777474,0.024039395,1.6201468,-2.9875684,0.24754803,-1.2043211,1.8863093,151.6599375,198.559375,37.40661328,76.53339844,1,-1,1,-1,11,11,11,11,-0.112197876,0.15706635,0.007637024,0.04566574,0.16684936,1.628609,3.162642,0.7254798,0,0,0,0,0.05640674,0.046992306,0.06452905,-0.007439968,48.61288,118.9443524,48.61288,216.9362994
144,243.9564219,83.83463281,49.48824609,23.82031055,-1.3773391,0.07529277,-2.062119,0.047926597,0.8137338,3.0107577,1.2803314,2.1809537,514.3318438,84.0724375,197.7005625,23.84790625,1,1,-1,1,13,13,13,13,-0.030179977,-0.73700523,-0.1029768,14.064722,0.27036843,474.67007,0.6030088,465.54626,0.008114548,0,0,0,-0.000385446,-0.010081171,0.017101264,-0.04424422,91.66417559,192.301717,152.3680584,441.0694938
